13/3/2018|1|Tesfalidet “Segen” Tesfon (man, 22)|Eritrea|died of tuberculosis and malnutrition after being rescued from boat; had been trapped in Libya for 18 months|Proactiva/IOM/ANSA/Reu./LocalIT/HRW
12/3/2018|1|N.N. (man, ±30)|unknown|found dead in delta of the Evros River on Turkish-Greek border|AP/MENAFN/IOM
12/3/2018|12|N.N.|unknown|found dead on sinking boat in the Alboran Sea between Morocco and Spain; 22 rescued|Caminando Fronteras/IOM
08/3/2018|1|N.N. (man)|unknown|drowned, body recovered on beach in Rota, Cádiz, (ES)|Guardia Civil/EPress/IOM
06/3/2018|1|N.N. (man)|unknown|drowned in the Evros River near Edirne (TR) near Greek border|IOM Turkey/HurriyetDN
03/3/2018|23|N.N. (2 babies; 4 women; 17 men)|Sub-Saharan Africa|2 found dead on boat, presumed drowned off coast of Libya; 21 missing, 30 survivors|SOSMed/IOM/Reu.
03/3/2018|3|N.N. (2 women; 1 man)|unknown|drowned, bodies found off coast of Benzú in the Spanish enclave of Ceuta (ES); 2 survivors|UNHCR/Caminando Fronteras/IOM/El Periódico
01/3/2018|1|Lamin (man, 20)|Sierra Leone|died due to lack of medical care in Passau (DE), had previously been deported to Italy despite severe illness|Matteo
28/2/2018|1|N.N. (man)|unknown|found dead by coast guard near Bouzedjar beach in Ain Témouchent (DZ)|RadioAlg/IOM
27/2/2018|6|N.N. (4 children; 1 woman; 1 man)|unknown|died of hypothermia near the Mergasur River (IQ) close to Turkish border; 4 survivors|Kurdistan24/DailySabah/IOM/Rudaw
26/2/2018|1|N.N. (man)|unknown|died of cardiac arrest, body found in Tarifa, Cádiz (ES)|EPress/IOM/JuntaAndalucía
25/2/2018|1|N.N. (man)|unknown|presumed drowned, body found at Levante beach in Cádiz (ES)|EPress/AndalucíaInfo/IOM/CostaCádiz
21/2/2018|2|N.N. (1 woman; 1 man)|unknown|presumed drowned, bodies found 25 nautical miles north of Béni-Saf in Ain Témouchent (DZ)|SoirAlgerie/Algérie360/IOM/Réf
18/2/2018|2|N.N.|unknown|presumed drowned, bodies found 8 nautical miles north of Bouzedjar beach in Ain Témouchent DZ)|Réflexion/IOM Algeria
17/2/2018|1|N.N.|unknown|drowned, body found 10 km off coast of Benabdelmalek Ramdane in Mostaganem (DZ)|IOM Algeria/TheHuff
16/2/2018|1|N.N.|unknown|presumed drowned, body retrieved in Zawiyah (LY)|IOM Libya
16/2/2018|1|N.N.|unknown|presumed drowned, body retrieved in Tripoli (LY)|IOM Libya
16/2/2018|1|N.N.|unknown|presumed drowned, body found on Madagh beach, Aïn El Kerma, west of Oran (DZ)|ElW/Réf/IOM
15/2/2018|11|N.N.|unknown|presumed drowned, bodies retrieved in Zuwara (LY)|IOM Libya
15/2/2018|1|N.N. (man)|unknown|presumed drowned, body found on Bouzedjar beach in Ain Témouchent (DZ)|AlgériePresse/QUOTI/Réf/IOM
15/2/2018|2|N.N. (2 men)|unknown|presumed drowned, bodies found on Andalouses beach, Bousfer, west of Oran (DZ)|ElW/Réf/IOM
14/2/2018|1|N.N. (man)|unknown|presumed drowned, body found on Sbiaat beach in El Messaid, Ain Témouchent (DZ)|RadioAlg/QUOTI/Réf/IOM
14/2/2018|1|N.N. (man)|unknown|presumed drowned, body found on Sassel beach near Ouled Boudjemaa, Ain Témouchent (DZ)|RadioAlg/QUOTI/Réf/IOM
14/2/2018|19|N.N. (4 children; 1 woman; 14 men)|Somalia, Eritrea|died in vehicle accident 60 km southeast of Bani Walid (LY); 159 survivors|DTM/NationalAE/Reu./MENAFN/IOM Libya
13/2/2018|1|N.N. (man)|unknown|drowned, body found at Sidi Mejdoub beach, west of Mostaganem (DZ)|Alg24/IOM Algeria
13/2/2018|1|Ayse Abdulrezzak (woman, 37)|Turkey|drowned when boat sunk in the Evros River on Turkish-Greek border; teacher fleeing crackdown in Turkey|Reu./TDEMD/IOMTurkey/TurkeyPurge/TRMinute
13/2/2018|1|Ibrahim Selim (boy, 3)|Turkey|missing after boat sunk in the Evros River on Turkish-Greek border; was fleeing post-coup crackdown in Turkey|Reu./TDEMD/IOM Turkey/TurkeyPurge/TRMinute
13/2/2018|1|Aslı Doğan (woman, 27)|Turkey|missing after boat sunk in the Evros River on Turkish-Greek border; was fleeing post-coup crackdown in Turkey|Reu./TDEMD/IOM Turkey/TurkeyPurge/TRMinute
13/2/2018|1|Fahrettin Dogan (man, 29)|Turkey|missing after boat sunk in the Evros River on Turkish-Greek border; was fleeing post-coup crackdown in Turkey|Reu./TDEMD/IOM Turkey/TurkeyPurge/TRMinute
13/2/2018|1|Ugur Abdulrezzak (man, 39)|Turkey|missing after boat sunk in the Evros River on Turkish-Greek border; was fleeing post-coup crackdown in Turkey|Reu./TDEMD/IOM Turkey/TurkeyPurge/TRMinute
13/2/2018|1|Halil Munir Abdulrezzak (boy, 3)|Turkey|drowned when boat sunk in the Evros River on Turkish-Greek border; son of teacher fleeing crackdown in Turkey|Reu./TDEMD/IOM Turkey/TurkeyPurge/TRMinute
13/2/2018|1|Enes Abdulrezzak (boy, 11)|Turkey|drowned when boat sunk in the Evros River on Turkish-Greek border; son of teacher fleeing crackdown in Turkey|Reu./TDEMD/IOM Turkey/TurkeyPurge/TRMinute
12/2/2018|1|N.N. (man)|unknown|drowned, body found near Port of Cabopino in Málaga (ES)|Hoy/LV/Onda/IOM
12/2/2018|1|N.N. (girl)|unknown|presumed drowned, unspecified location in the Strait of Gibraltar between Morocco and Spain|Caminando/IOM
11/2/2018|5|N.N.|unknown|drowned, bodies found 22 miles off Cape of Three Forks in Nador (MA); 29 survivors|Caminando/EPress/IOM
11/2/2018|1|N.N.|unknown|drowned, body found off Bahara beach, Ouled Boughalem, 90 km east of Mostaganem (DZ)|ElW/AlgériePresse/IOM
10/2/2018|1|N.N. (man)|unknown|drowned, body found at Zeralda beach, near Algiers (DZ)|Alg24/IOMAlgeria
09/2/2018|3|N.N. (3 men)|unknown|died of hypothermia, 27 miles off Alboran Island in Alboran Sea between Morocco and Spain; 32 survivors|SalvaM/Caminando/IOM
09/2/2018|7|N.N.|unknown|presumed drowned, bodies retrieved in Zuwara (LY)|IOM Libya
08/2/2018|1|N.N.|unknown|drowned, body found off Kaf Lasfer beach, between Sidi Lakhdar and Hadjadj, 36 km east of Mostaganem (DZ)|ElW/Réf/IOM
04/2/2018|1|Alpha Oumar Diallo (man, 19)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mamadou Dian Diallo (man, 21)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Amadou Bailo Diallo (man, 19)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Thierno Bah (man, 21)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mamadou Aliou Bah (man, 28)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Aladji Abdoulaye Diallo (man, 27)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Amadou Bah (man, 22)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Kaissa Camara (woman, 20)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Safourata "Sofia" Sow (woman, 28)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Djenabou Bah (woman, 19)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Binta "Bobo" Baldé (woman, 21)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Aminatou Diallo (woman, 25)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Marlyatou "Marly" Diallo (w, 26)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Youssouf Diallo (woman, 18)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Oumou "Belle" Bah (woman, 16)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Tidjane Bah (man, 19)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Junior (man, 29)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Ali Keita (man, 27)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mamadou Saliou Bah (man, 23)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Jalloh "JJ" Thierno Bah (man, 26)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mamadou Saliou Bah (man, 19)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Oury Diallo (man, 18)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mamadou Aliou Diallo (man, 34)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Amoudou Taibou Diallo (man, 16)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mamadou Billo Diallo (man, 25)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Alpha "Bambino" Bah (boy, 14)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Ben Ali Bah (man, 24)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Bouboucar Bah (man, 32)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Amoudoubailo Diallo (man, 20)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Alhassane Barry (man, 21)|Guinea|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Alpha Moron Diallo (man, 28)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Hassane Traoré (man, twin, 28)|Ivory Coast|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Houseine Traoré (man, twin, 28)|Ivory Coast|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Abdul Karim Barry (man, 17)|Guinea|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mohammed Diallo (man, 21)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Tahirou Barry (man, 22)|Guinea|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Tidiane Jalloh "TJ" Bah (man, 17)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|1|Mamadou Laly Barry (man, 30)|unknown|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
04/2/2018|9|N.N. (1 pregnant woman)|Guinea, Mali, Seneg, Ivory C|drowned when small wooden boat capsized off coast of the Spanish enclave of Melilla (ES); 1 survivor|PRI/PrivateSource/BBC/El Diario/Caminando/IOM
01/2/2018|100|N.N. (1 child, 5; 1 woman)|Pakistan, Libya, unknown|14 drowned after migrant boat to Italy capsized near Zuwara (LY); 86 missing, 3 survivors|Telegraph/CNN/GuardianUn./NYTimes/Reu./IOM
29/1/2018|1|Adero (man, 40)|Ethiopia|hit by vehicle when he ran across motorway to avoid police check near Jabbeke (BE)|France3/7sur7be/SudInfo/IOM/AFP/CMS
28/1/2018|40|N.N. (3 women)|unknown|3 died after ship from Zuwara (LY) sank on way to Italy; 37 missing, 106 rescued|SOSMed/IOM Italy
27/1/2018|1|Becky Moses (woman, 26)|Nigeria|died in a fire at a migrant camp in Rosarno (IT); had been denied asylum|LocalIT
22/1/2018|3|N.N. (3 children)|unknown|2 drowned after boat from Comoros Islands to Mayotte (FR) capsized; 1 missing, 11 rescued|IOM
19/1/2018|1|H. (man, 23)|Afghanistan|suicide, jumped in front of train in Maintal-Dörnigheim (DE) fearing deportation|FR
18/1/2018|1|N.N. (baby, 3 months)|unknown|died of malnutrition and fever on board NGO ship that had rescued them between Libya and Italy|IOM/Reu.
16/1/2018|2|N.N. (1 woman; 1 man)|Algeria|drowned in shipwreck north of Cap Falcon (DZ); 17 people rescued|IOM
16/1/2018|2|N.N. (1 baby; 1 young man)|unknown|found dead on overloaded wooden boat during rescue operation off coast of Libya|IOM
15/1/2018|7|N.N.|North Africa|5 bodies found in boat off Costa Teguise, Lanzarote (ES), 2 died after they arrived; 20 survivors|VanguardNGR/IOM/BBC
14/1/2018|1|N.N. (man, 28)|Gambia|stowaway, electrocuted on roof of train travelling from Ventimiglia (IT) to Menton (FR)|Parisien/MidiLibre/TV5/IOM
13/1/2018|1|N.N|unknown|found dead on Zemmouri El Bahri beach (DZ)|IOM
13/1/2018|1|N.N. (man, 30)|Morocco|hit by train near city of Bolzano, South Tirol (IT) near Italian-Austrian border|ANSA/Secolo/Trentino/IOM
12/1/2018|1|N.N. (man, 23)|Algeria|found dead by fishermen near Mostaganem (DZ); went missing after trying to cross to Spain|IOM
11/1/2018|1|N.N. (man, 26)|Afghanistan|hit by vehicle on A14 motorway near Castel San Pietro (CH)|GazzettaS/BolognaT/IOM
10/1/2018|100|N.N.|Libya|missing after boat sank off coast of Libya; 17 people rescued|Eagle/NAN/DailyStar/SunNewsOnline/IOMLib./Reu.
09/1/2018|1|S. (young man)|Eritrea|stowaway, hit by vehicle on A16 highway near Marck, between Calais and Dunkirk (FR)|CMS/GuardianUn./VoixDuNord/Parisien/Francetv
09/1/2018|11|N.N.|unknown|3 drowned after boat sank on way from Morocco to Spain; 8 missing, 43 survivors|Caminando
07/1/2018|12|N.N. (2 women)|Africa|2 found dead on boat rescued off coast of Libya; 10 missing, 270 rescued|IOM Libya/Ansamed/USNews
06/1/2018|64|N.N. (5 children; 8 women)|Nigeria, Guin, Sierra L, Mali|8 drowned after overcrowded dinghy sank north of Garabulli (LY); 56 missing, 86 rescued|GuardianUn./SOSMed/DW/BBC/IOM Italy/MSF
05/1/2018|4|N.N.|unknown|found dead on sinking boat near Tangiers cargo port (MA); 4 rescued|IOM
05/1/2018|1|N.N.|Tunisia|suicide, in refugee camp in Lampedusa (IT)|CLUE
04/1/2018|1|N.N.|unknown|found dead off coast of Sanlucar de Barrameda, near Cádiz (ES)|IOM
02/1/2018|1|N.N. (woman)|Somalia|found frozen to death, went missing from travel companions near Ravadinovo (BG)|Novinite
02/1/2018|1|N.N.|unknown|presumed drowned in the Kolpa River in Crnomelj (SI); 1 survivor|z24.si/IOM Slovenia
01/1/2018|1|Taher I. (man, 22)|Afghanistan|suicide, jumped out of window of refugee accommodation in Abensbergen (DE) fearing deportation|SDZ/Thruttig
Jan 18|1|N.N. (woman)|unknown|died of illness, working in Great Britain without papers and too afraid of deportation to see a doctor|TheHuff
Jan 18|1|N.N.|unknown|found dead at land border between Turkey and Greece, probably died trying to cross the Evros River|IOM
31/12/2017|64|N.N. (8 women)|Libya|feared dead after they went missing from punctured smuggler’s dinghy with 150 aboard; 8 bodies found, 86 rescued|USNews/AP/FoxNews
29/12/2017|1|Mohamed Bouderbal (man, 36)|Algeria|suicide, in Archidona prison (ES) being used as temporary accommodation for migrants|EWN/Olive/ArabNews
29/12/2017|1|N.N. (man, 31)|Eritrea|stowaway, crushed to death by content of truck he was hiding in after it crashed near Calais (FR)|LocalFR/GuardianUn.
29/12/2017|1|Jabar|Afghanistan|stowaway, crushed in back of truck near Port of Calais (FR), was trying to join his family in Great Britain|CMS/The Local/IOM
28/12/2017|1|N.N. (man, 20-25)|Africa|died trying to swim across the Evros River from Turkey to Greece|GreekReporter/NewArab/IOM
27/12/2017|1|N.N. (man, 20)|Africa|fell from shack he had been sleeping in above A8 motorway between Ventimiglia (IT) and Nice (FR)|LocalFR/RivRadio/FranceBleu
25/12/2017|1|N.N. (girl)|unknown|found dead on board boat that was rescued between the Turkish coast and Lesbos (GR); 76 rescued|Watch TheMed
22/12/2017|1|Abdullah Dilsouz (15)|Afghanistan|run over by refrigeration truck while walking along motorway near Calais (FR) on way to Great Britain|GuardianUn./CMS
21/12/2017|1|N.N. (boy, 15)|Afghanistan|hit by truck on ring road leading to Port of Calais (FR)|VoixDuNord/L'Express
20/12/2017|7|N.N. (2 children)|unknown|shot by Turkish border guards near Diriyah (SY) while trying to cross Syrian-Turkish border|HRW/IOM
20/12/2017|1|M.G. (man, 18)|Pakistan|died of hypothermia after border guards sent him back from Greece to Turkey through cold river|DailySabah/Haberler/IOM/Milliyet
16/12/2017|1|N.N.|unknown|fell into water when he tried to climb a cliff after boat was stranded in Tangiers harbour (MA)|Watch TheMed
13/12/2017|1|N.N.|unknown|found dead in boat near Alboran Island between Spain and Morocco; 68 rescued|IOM
13/12/2017|3|N.N.|unknown|went missing in the Alboran Sea between Spain and Morocco; 32 rescued|Watch TheMed/IOM
08/12/2017|8|N.N. (3 men)|unknown|3 drowned, bodies found off Messida beach in El Kala (DZ); 5 missing, 4 survivors|QUOTI/IOM
04/12/2017|1|N.N.|unknown|found dead off coast of Nerja (ES), had probably attempted to cross from Morocco|IOM
04/12/2017|3|N.N. (1 woman; 2 men)|unknown|drowned when boat overturned in waters close to Larache (MA); 40 rescued|LV/AsiaPacific/IOM/AfricaNews
03/12/2017|10|N.N. (6 children)|unknown|died in vehicle accident in Altinozu district of Hatay (TR); 8 survivors|DailySabah/AsiaPacific/IOM/NewArab
30/11/2017|28|N.N. (1 boy; 4 women; 23 men)|Sub-Saharan Africa|missing after boat capsized in the Strait of Gibraltar between Asilah (MA) and Spain; 6 people rescued|Caminando/ElPaís/IOM
29/11/2017|4|N.N.|Sub-Saharan Africa|3 found dead during rescue operation 5 miles south of Tarifa (ES); 1 reported missing, 2 rescued|SalvaM/EFE/IOM/El Diario
28/11/2017|4|N.N.|unknown|died after smuggler drove car off cliff near Kavala (GR); 4 survivors|AP/PakToday/IOM
28/11/2017|1|N.N. (man)|Sub-Saharan Africa|found dead off coast of Cape Trafalgar near Barbate (ES)|IOM
27/11/2017|1|N.N.|unknown|stowaway, died in container on ferry going from port of the Spanish enclave of Melilla (ES) to mainland Spain|IOM
26/11/2017|1|N.N. (young woman)|unknown|found dead in boat drifting in the Mediterranean Sea; NGO had to wait hours for rescue permission from Italy|SOSMed
25/11/2017|1|N.N. (boy, 10)|Afghanistan|trampled to death on boat to Lesbos (GR), panic broke out at sight of Frontex patrol boat|Aljazeera/RTBF/GulfToday/IOM/Euronews/KI
25/11/2017|31|N.N (3 children; 18 women)|unknown|drowned after boat capsized off Garabulli (LY); unknown number missing, 60 rescued|Reu./BBC/IOM/AFP/LibCoastG
25/11/2017|6|N.N.|unknown|bodies recovered over weekend of 25 to 26 November from shores of Morocco|IOM/Caminando
25/11/2017|1|N.N.|unknown|found dead near Barbate (ES); had probably attempted to cross from Morocco|IOM
25/11/2017|1|N.N.|unknown|found dead near Tarifa (ES); had probably attempted to cross from Morocco|IOM
23/11/2017|1|Lula (woman, 28)|Eritrea|died of illness in Libya before leaving on boat for Italy; had been pregnant from rape and aborted at late stage|IOM/MSF/Proactiva/UNHCR
23/11/2017|20|N.N|unknown|drowned in shipwreck in the Mediterranean Sea|IOM/MSF/Proactiva/UNHCR
